"icd9","condition_code","condition"
"56032","33","Intestinal Obstruction/Perforation"
"56039","33","Intestinal Obstruction/Perforation"
"56081","33","Intestinal Obstruction/Perforation"
"56089","33","Intestinal Obstruction/Perforation"
"5609","33","Intestinal Obstruction/Perforation"
"5670","33","Intestinal Obstruction/Perforation"
"5671","33","Intestinal Obstruction/Perforation"
"56721","33","Intestinal Obstruction/Perforation"
"56722","33","Intestinal Obstruction/Perforation"
"56723","33","Intestinal Obstruction/Perforation"
"56729","33","Intestinal Obstruction/Perforation"
"56731","33","Intestinal Obstruction/Perforation"
"56738","33","Intestinal Obstruction/Perforation"
"56739","33","Intestinal Obstruction/Perforation"
"56781","33","Intestinal Obstruction/Perforation"
"56782","33","Intestinal Obstruction/Perforation"
"56789","33","Intestinal Obstruction/Perforation"
"5679","33","Intestinal Obstruction/Perforation"
"56983","33","Intestinal Obstruction/Perforation"
"5771","34","Chronic Pancreatitis"
"5550","35","Inflammatory Bowel Disease"
"5551","35","Inflammatory Bowel Disease"
"5552","35","Inflammatory Bowel Disease"
"5559","35","Inflammatory Bowel Disease"
"5560","35","Inflammatory Bowel Disease"
"5561","35","Inflammatory Bowel Disease"
"5562","35","Inflammatory Bowel Disease"
"5563","35","Inflammatory Bowel Disease"
"5564","35","Inflammatory Bowel Disease"
"5565","35","Inflammatory Bowel Disease"
"5566","35","Inflammatory Bowel Disease"
"5568","35","Inflammatory Bowel Disease"
"5569","35","Inflammatory Bowel Disease"
"00323","39","Bone/Joint/Muscle Infections/Necrosis"
"00324","39","Bone/Joint/Muscle Infections/Necrosis"
"03682","39","Bone/Joint/Muscle Infections/Necrosis"
"05671","39","Bone/Joint/Muscle Infections/Necrosis"
"09850","39","Bone/Joint/Muscle Infections/Necrosis"
"09851","39","Bone/Joint/Muscle Infections/Necrosis"
"09852","39","Bone/Joint/Muscle Infections/Necrosis"
"09853","39","Bone/Joint/Muscle Infections/Necrosis"
"09859","39","Bone/Joint/Muscle Infections/Necrosis"
"1026","39","Bone/Joint/Muscle Infections/Necrosis"
"71100","39","Bone/Joint/Muscle Infections/Necrosis"
"71101","39","Bone/Joint/Muscle Infections/Necrosis"
"71102","39","Bone/Joint/Muscle Infections/Necrosis"
"71103","39","Bone/Joint/Muscle Infections/Necrosis"
"71104","39","Bone/Joint/Muscle Infections/Necrosis"
"71105","39","Bone/Joint/Muscle Infections/Necrosis"
"71106","39","Bone/Joint/Muscle Infections/Necrosis"
"71107","39","Bone/Joint/Muscle Infections/Necrosis"
"71108","39","Bone/Joint/Muscle Infections/Necrosis"
"71109","39","Bone/Joint/Muscle Infections/Necrosis"
"71130","39","Bone/Joint/Muscle Infections/Necrosis"
"71131","39","Bone/Joint/Muscle Infections/Necrosis"
"71132","39","Bone/Joint/Muscle Infections/Necrosis"
"71133","39","Bone/Joint/Muscle Infections/Necrosis"
"71134","39","Bone/Joint/Muscle Infections/Necrosis"
"71135","39","Bone/Joint/Muscle Infections/Necrosis"
"71136","39","Bone/Joint/Muscle Infections/Necrosis"
"71137","39","Bone/Joint/Muscle Infections/Necrosis"
"71138","39","Bone/Joint/Muscle Infections/Necrosis"
"71139","39","Bone/Joint/Muscle Infections/Necrosis"
"71140","39","Bone/Joint/Muscle Infections/Necrosis"
"71141","39","Bone/Joint/Muscle Infections/Necrosis"
"71142","39","Bone/Joint/Muscle Infections/Necrosis"
"71143","39","Bone/Joint/Muscle Infections/Necrosis"
"71144","39","Bone/Joint/Muscle Infections/Necrosis"
"71145","39","Bone/Joint/Muscle Infections/Necrosis"
"71146","39","Bone/Joint/Muscle Infections/Necrosis"
"71147","39","Bone/Joint/Muscle Infections/Necrosis"
"71148","39","Bone/Joint/Muscle Infections/Necrosis"
"71149","39","Bone/Joint/Muscle Infections/Necrosis"
"71150","39","Bone/Joint/Muscle Infections/Necrosis"
"71151","39","Bone/Joint/Muscle Infections/Necrosis"
"71152","39","Bone/Joint/Muscle Infections/Necrosis"
"71153","39","Bone/Joint/Muscle Infections/Necrosis"
"71154","39","Bone/Joint/Muscle Infections/Necrosis"
"71155","39","Bone/Joint/Muscle Infections/Necrosis"
"71156","39","Bone/Joint/Muscle Infections/Necrosis"
"71157","39","Bone/Joint/Muscle Infections/Necrosis"
"71158","39","Bone/Joint/Muscle Infections/Necrosis"
"71159","39","Bone/Joint/Muscle Infections/Necrosis"
"71160","39","Bone/Joint/Muscle Infections/Necrosis"
"71161","39","Bone/Joint/Muscle Infections/Necrosis"
"71162","39","Bone/Joint/Muscle Infections/Necrosis"
"71163","39","Bone/Joint/Muscle Infections/Necrosis"
"71164","39","Bone/Joint/Muscle Infections/Necrosis"
"71165","39","Bone/Joint/Muscle Infections/Necrosis"
"71166","39","Bone/Joint/Muscle Infections/Necrosis"
"71167","39","Bone/Joint/Muscle Infections/Necrosis"
"71168","39","Bone/Joint/Muscle Infections/Necrosis"
"71169","39","Bone/Joint/Muscle Infections/Necrosis"
"71170","39","Bone/Joint/Muscle Infections/Necrosis"
"71171","39","Bone/Joint/Muscle Infections/Necrosis"
"71172","39","Bone/Joint/Muscle Infections/Necrosis"
"71173","39","Bone/Joint/Muscle Infections/Necrosis"
"71174","39","Bone/Joint/Muscle Infections/Necrosis"
"71175","39","Bone/Joint/Muscle Infections/Necrosis"
"71176","39","Bone/Joint/Muscle Infections/Necrosis"
"71177","39","Bone/Joint/Muscle Infections/Necrosis"
"71178","39","Bone/Joint/Muscle Infections/Necrosis"
"71179","39","Bone/Joint/Muscle Infections/Necrosis"
"71180","39","Bone/Joint/Muscle Infections/Necrosis"
"71181","39","Bone/Joint/Muscle Infections/Necrosis"
"71182","39","Bone/Joint/Muscle Infections/Necrosis"
"71183","39","Bone/Joint/Muscle Infections/Necrosis"
"71184","39","Bone/Joint/Muscle Infections/Necrosis"
"71185","39","Bone/Joint/Muscle Infections/Necrosis"
"71186","39","Bone/Joint/Muscle Infections/Necrosis"
"71187","39","Bone/Joint/Muscle Infections/Necrosis"
"71188","39","Bone/Joint/Muscle Infections/Necrosis"
"71189","39","Bone/Joint/Muscle Infections/Necrosis"
"71190","39","Bone/Joint/Muscle Infections/Necrosis"
"71191","39","Bone/Joint/Muscle Infections/Necrosis"
"71192","39","Bone/Joint/Muscle Infections/Necrosis"
"71193","39","Bone/Joint/Muscle Infections/Necrosis"
"71194","39","Bone/Joint/Muscle Infections/Necrosis"
"71195","39","Bone/Joint/Muscle Infections/Necrosis"
"71196","39","Bone/Joint/Muscle Infections/Necrosis"
"71197","39","Bone/Joint/Muscle Infections/Necrosis"
"71198","39","Bone/Joint/Muscle Infections/Necrosis"
"71199","39","Bone/Joint/Muscle Infections/Necrosis"
"72886","39","Bone/Joint/Muscle Infections/Necrosis"
"73000","39","Bone/Joint/Muscle Infections/Necrosis"
"73001","39","Bone/Joint/Muscle Infections/Necrosis"
"73002","39","Bone/Joint/Muscle Infections/Necrosis"
"73003","39","Bone/Joint/Muscle Infections/Necrosis"
"73004","39","Bone/Joint/Muscle Infections/Necrosis"
"73005","39","Bone/Joint/Muscle Infections/Necrosis"
"73006","39","Bone/Joint/Muscle Infections/Necrosis"
"73007","39","Bone/Joint/Muscle Infections/Necrosis"
"73008","39","Bone/Joint/Muscle Infections/Necrosis"
"73009","39","Bone/Joint/Muscle Infections/Necrosis"
"73010","39","Bone/Joint/Muscle Infections/Necrosis"
"73011","39","Bone/Joint/Muscle Infections/Necrosis"
"73012","39","Bone/Joint/Muscle Infections/Necrosis"
"73013","39","Bone/Joint/Muscle Infections/Necrosis"
"73014","39","Bone/Joint/Muscle Infections/Necrosis"
"73015","39","Bone/Joint/Muscle Infections/Necrosis"
"73016","39","Bone/Joint/Muscle Infections/Necrosis"
"73017","39","Bone/Joint/Muscle Infections/Necrosis"
"73018","39","Bone/Joint/Muscle Infections/Necrosis"
"73019","39","Bone/Joint/Muscle Infections/Necrosis"
"73020","39","Bone/Joint/Muscle Infections/Necrosis"
"73021","39","Bone/Joint/Muscle Infections/Necrosis"
"73022","39","Bone/Joint/Muscle Infections/Necrosis"
"73023","39","Bone/Joint/Muscle Infections/Necrosis"
"73024","39","Bone/Joint/Muscle Infections/Necrosis"
"73025","39","Bone/Joint/Muscle Infections/Necrosis"
"73026","39","Bone/Joint/Muscle Infections/Necrosis"
"73027","39","Bone/Joint/Muscle Infections/Necrosis"
"73028","39","Bone/Joint/Muscle Infections/Necrosis"
"73029","39","Bone/Joint/Muscle Infections/Necrosis"
"73030","39","Bone/Joint/Muscle Infections/Necrosis"
"73031","39","Bone/Joint/Muscle Infections/Necrosis"
"73032","39","Bone/Joint/Muscle Infections/Necrosis"
"73033","39","Bone/Joint/Muscle Infections/Necrosis"
"73034","39","Bone/Joint/Muscle Infections/Necrosis"
"73035","39","Bone/Joint/Muscle Infections/Necrosis"
"73036","39","Bone/Joint/Muscle Infections/Necrosis"
"73037","39","Bone/Joint/Muscle Infections/Necrosis"
"73038","39","Bone/Joint/Muscle Infections/Necrosis"
"73039","39","Bone/Joint/Muscle Infections/Necrosis"
"73070","39","Bone/Joint/Muscle Infections/Necrosis"
"73071","39","Bone/Joint/Muscle Infections/Necrosis"
"73072","39","Bone/Joint/Muscle Infections/Necrosis"
"73073","39","Bone/Joint/Muscle Infections/Necrosis"
"73074","39","Bone/Joint/Muscle Infections/Necrosis"
"73075","39","Bone/Joint/Muscle Infections/Necrosis"
"73076","39","Bone/Joint/Muscle Infections/Necrosis"
"73077","39","Bone/Joint/Muscle Infections/Necrosis"
"73078","39","Bone/Joint/Muscle Infections/Necrosis"
"73079","39","Bone/Joint/Muscle Infections/Necrosis"
"73080","39","Bone/Joint/Muscle Infections/Necrosis"
"73081","39","Bone/Joint/Muscle Infections/Necrosis"
"73082","39","Bone/Joint/Muscle Infections/Necrosis"
"73083","39","Bone/Joint/Muscle Infections/Necrosis"
"73084","39","Bone/Joint/Muscle Infections/Necrosis"
"73085","39","Bone/Joint/Muscle Infections/Necrosis"
"73086","39","Bone/Joint/Muscle Infections/Necrosis"
"73087","39","Bone/Joint/Muscle Infections/Necrosis"
"73088","39","Bone/Joint/Muscle Infections/Necrosis"
"73089","39","Bone/Joint/Muscle Infections/Necrosis"
"73090","39","Bone/Joint/Muscle Infections/Necrosis"
"73091","39","Bone/Joint/Muscle Infections/Necrosis"
"73092","39","Bone/Joint/Muscle Infections/Necrosis"
"73093","39","Bone/Joint/Muscle Infections/Necrosis"
"73094","39","Bone/Joint/Muscle Infections/Necrosis"
"73095","39","Bone/Joint/Muscle Infections/Necrosis"
"73096","39","Bone/Joint/Muscle Infections/Necrosis"
"73097","39","Bone/Joint/Muscle Infections/Necrosis"
"73098","39","Bone/Joint/Muscle Infections/Necrosis"
"73099","39","Bone/Joint/Muscle Infections/Necrosis"
"73340","39","Bone/Joint/Muscle Infections/Necrosis"
"73341","39","Bone/Joint/Muscle Infections/Necrosis"
"73342","39","Bone/Joint/Muscle Infections/Necrosis"
"73343","39","Bone/Joint/Muscle Infections/Necrosis"
"73344","39","Bone/Joint/Muscle Infections/Necrosis"
"73345","39","Bone/Joint/Muscle Infections/Necrosis"
"73349","39","Bone/Joint/Muscle Infections/Necrosis"
"0993","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"1361","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"4460","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"4461","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"44620","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"44621","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"44629","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"4463","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"4464","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"4465","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"4466","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"4467","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"6960","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7100","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7101","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7102","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7103","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7104","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7105","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7108","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7109","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71110","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71111","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71112","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71113","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71114","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71115","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71116","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71117","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71118","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71119","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71120","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71121","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71122","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71123","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71124","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71125","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71126","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71127","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71128","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71129","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7140","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7141","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7142","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71430","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71431","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71432","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71433","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7144","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71481","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"71489","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7149","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7200","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7201","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7202","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"72081","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"72089","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"7209","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"725","40","Rheumatoid Arthritis and Inflammatory Connective Tissue Disease"
"23872","46","Severe Hematological Disorders"
"23873","46","Severe Hematological Disorders"
"23874","46","Severe Hematological Disorders"
"23875","46","Severe Hematological Disorders"
"23876","46","Severe Hematological Disorders"
"28241","46","Severe Hematological Disorders"
"28242","46","Severe Hematological Disorders"
"28260","46","Severe Hematological Disorders"
"28261","46","Severe Hematological Disorders"
"28262","46","Severe Hematological Disorders"
"28263","46","Severe Hematological Disorders"
"28264","46","Severe Hematological Disorders"
"28268","46","Severe Hematological Disorders"
"28269","46","Severe Hematological Disorders"
"2830","46","Severe Hematological Disorders"
"28310","46","Severe Hematological Disorders"
"28311","46","Severe Hematological Disorders"
"28319","46","Severe Hematological Disorders"
"2832","46","Severe Hematological Disorders"
"2839","46","Severe Hematological Disorders"
"28401","46","Severe Hematological Disorders"
"28409","46","Severe Hematological Disorders"
"2842","46","Severe Hematological Disorders"
"28481","46","Severe Hematological Disorders"
"28489","46","Severe Hematological Disorders"
"2849","46","Severe Hematological Disorders"
"2860","46","Severe Hematological Disorders"
"2861","46","Severe Hematological Disorders"
"28952","46","Severe Hematological Disorders"
"28983","46","Severe Hematological Disorders"
"5173","46","Severe Hematological Disorders"
"27900","47","Disorders of Immunity"
"27901","47","Disorders of Immunity"
"27902","47","Disorders of Immunity"
"27903","47","Disorders of Immunity"
"27904","47","Disorders of Immunity"
"27905","47","Disorders of Immunity"
"27906","47","Disorders of Immunity"
"27909","47","Disorders of Immunity"
"27910","47","Disorders of Immunity"
"27911","47","Disorders of Immunity"
"27912","47","Disorders of Immunity"
"27913","47","Disorders of Immunity"
"27919","47","Disorders of Immunity"
"2792","47","Disorders of Immunity"
"2793","47","Disorders of Immunity"
"27941","47","Disorders of Immunity"
"27949","47","Disorders of Immunity"
"27950","47","Disorders of Immunity"
"27951","47","Disorders of Immunity"
"27952","47","Disorders of Immunity"
"27953","47","Disorders of Immunity"
"2798","47","Disorders of Immunity"
"2799","47","Disorders of Immunity"
"28411","47","Disorders of Immunity"
"28412","47","Disorders of Immunity"
"28419","47","Disorders of Immunity"
"28800","47","Disorders of Immunity"
"28801","47","Disorders of Immunity"
"28802","47","Disorders of Immunity"
"28803","47","Disorders of Immunity"
"28804","47","Disorders of Immunity"
"28809","47","Disorders of Immunity"
"2881","47","Disorders of Immunity"
"2882","47","Disorders of Immunity"
"2884","47","Disorders of Immunity"
"2384","48","Coagulation Defects and Other Specified Hematological Disorders"
"23871","48","Coagulation Defects and Other Specified Hematological Disorders"
"23877","48","Coagulation Defects and Other Specified Hematological Disorders"
"23879","48","Coagulation Defects and Other Specified Hematological Disorders"
"2820","48","Coagulation Defects and Other Specified Hematological Disorders"
"2821","48","Coagulation Defects and Other Specified Hematological Disorders"
"2822","48","Coagulation Defects and Other Specified Hematological Disorders"
"2823","48","Coagulation Defects and Other Specified Hematological Disorders"
"28243","48","Coagulation Defects and Other Specified Hematological Disorders"
"28244","48","Coagulation Defects and Other Specified Hematological Disorders"
"28245","48","Coagulation Defects and Other Specified Hematological Disorders"
"28247","48","Coagulation Defects and Other Specified Hematological Disorders"
"28249","48","Coagulation Defects and Other Specified Hematological Disorders"
"2825","48","Coagulation Defects and Other Specified Hematological Disorders"
"2827","48","Coagulation Defects and Other Specified Hematological Disorders"
"2828","48","Coagulation Defects and Other Specified Hematological Disorders"
"2829","48","Coagulation Defects and Other Specified Hematological Disorders"
"2850","48","Coagulation Defects and Other Specified Hematological Disorders"
"2862","48","Coagulation Defects and Other Specified Hematological Disorders"
"2863","48","Coagulation Defects and Other Specified Hematological Disorders"
"2864","48","Coagulation Defects and Other Specified Hematological Disorders"
"28652","48","Coagulation Defects and Other Specified Hematological Disorders"
"28653","48","Coagulation Defects and Other Specified Hematological Disorders"
"28659","48","Coagulation Defects and Other Specified Hematological Disorders"
"2866","48","Coagulation Defects and Other Specified Hematological Disorders"
"2867","48","Coagulation Defects and Other Specified Hematological Disorders"
"2869","48","Coagulation Defects and Other Specified Hematological Disorders"
"2870","48","Coagulation Defects and Other Specified Hematological Disorders"
"2871","48","Coagulation Defects and Other Specified Hematological Disorders"
"2872","48","Coagulation Defects and Other Specified Hematological Disorders"
"28730","48","Coagulation Defects and Other Specified Hematological Disorders"
"28731","48","Coagulation Defects and Other Specified Hematological Disorders"
"28732","48","Coagulation Defects and Other Specified Hematological Disorders"
"28733","48","Coagulation Defects and Other Specified Hematological Disorders"
"28739","48","Coagulation Defects and Other Specified Hematological Disorders"
"2875","48","Coagulation Defects and Other Specified Hematological Disorders"
"2878","48","Coagulation Defects and Other Specified Hematological Disorders"
"2879","48","Coagulation Defects and Other Specified Hematological Disorders"
"28981","48","Coagulation Defects and Other Specified Hematological Disorders"
"28982","48","Coagulation Defects and Other Specified Hematological Disorders"
"28984","48","Coagulation Defects and Other Specified Hematological Disorders"
"2910","54","Drug/Alcohol Psychosis"
"2911","54","Drug/Alcohol Psychosis"
"2912","54","Drug/Alcohol Psychosis"
"2913","54","Drug/Alcohol Psychosis"
"2914","54","Drug/Alcohol Psychosis"
"2915","54","Drug/Alcohol Psychosis"
"29181","54","Drug/Alcohol Psychosis"
"29182","54","Drug/Alcohol Psychosis"
"29189","54","Drug/Alcohol Psychosis"
"2919","54","Drug/Alcohol Psychosis"
"2920","54","Drug/Alcohol Psychosis"
"29211","54","Drug/Alcohol Psychosis"
"29212","54","Drug/Alcohol Psychosis"
"2922","54","Drug/Alcohol Psychosis"
"29281","54","Drug/Alcohol Psychosis"
"29282","54","Drug/Alcohol Psychosis"
"29283","54","Drug/Alcohol Psychosis"
"29284","54","Drug/Alcohol Psychosis"
"29285","54","Drug/Alcohol Psychosis"
"29289","54","Drug/Alcohol Psychosis"
"2929","54","Drug/Alcohol Psychosis"
"30300","55","Drug/Alcohol Dependence"
"30301","55","Drug/Alcohol Dependence"
"30302","55","Drug/Alcohol Dependence"
"30303","55","Drug/Alcohol Dependence"
"30390","55","Drug/Alcohol Dependence"
"30391","55","Drug/Alcohol Dependence"
"30392","55","Drug/Alcohol Dependence"
"30393","55","Drug/Alcohol Dependence"
"30400","55","Drug/Alcohol Dependence"
"30401","55","Drug/Alcohol Dependence"
"30402","55","Drug/Alcohol Dependence"
"30403","55","Drug/Alcohol Dependence"
"30410","55","Drug/Alcohol Dependence"
"30411","55","Drug/Alcohol Dependence"
"30412","55","Drug/Alcohol Dependence"
"30413","55","Drug/Alcohol Dependence"
"30420","55","Drug/Alcohol Dependence"
"30421","55","Drug/Alcohol Dependence"
"30422","55","Drug/Alcohol Dependence"
"30423","55","Drug/Alcohol Dependence"
"30430","55","Drug/Alcohol Dependence"
"30431","55","Drug/Alcohol Dependence"
"30432","55","Drug/Alcohol Dependence"
"30433","55","Drug/Alcohol Dependence"
"30440","55","Drug/Alcohol Dependence"
"30441","55","Drug/Alcohol Dependence"
"30442","55","Drug/Alcohol Dependence"
"30443","55","Drug/Alcohol Dependence"
"30450","55","Drug/Alcohol Dependence"
"30451","55","Drug/Alcohol Dependence"
"30452","55","Drug/Alcohol Dependence"
"30453","55","Drug/Alcohol Dependence"
"30460","55","Drug/Alcohol Dependence"
"30461","55","Drug/Alcohol Dependence"
"30462","55","Drug/Alcohol Dependence"
"30463","55","Drug/Alcohol Dependence"
"30470","55","Drug/Alcohol Dependence"
"30471","55","Drug/Alcohol Dependence"
"30472","55","Drug/Alcohol Dependence"
"30473","55","Drug/Alcohol Dependence"
"30480","55","Drug/Alcohol Dependence"
"30481","55","Drug/Alcohol Dependence"
"30482","55","Drug/Alcohol Dependence"
"30483","55","Drug/Alcohol Dependence"
"30490","55","Drug/Alcohol Dependence"
"30491","55","Drug/Alcohol Dependence"
"30492","55","Drug/Alcohol Dependence"
"30493","55","Drug/Alcohol Dependence"
"29500","57","Schizophrenia"
"29501","57","Schizophrenia"
"29502","57","Schizophrenia"
"29503","57","Schizophrenia"
"29504","57","Schizophrenia"
"29505","57","Schizophrenia"
"29510","57","Schizophrenia"
"29511","57","Schizophrenia"
"29512","57","Schizophrenia"
"29513","57","Schizophrenia"
"29514","57","Schizophrenia"
"29515","57","Schizophrenia"
"29520","57","Schizophrenia"
"29521","57","Schizophrenia"
"29522","57","Schizophrenia"
"29523","57","Schizophrenia"
"29524","57","Schizophrenia"
"29525","57","Schizophrenia"
"29530","57","Schizophrenia"
"29531","57","Schizophrenia"
"29532","57","Schizophrenia"
"29533","57","Schizophrenia"
"29534","57","Schizophrenia"
"29535","57","Schizophrenia"
"29540","57","Schizophrenia"
"29541","57","Schizophrenia"
"29542","57","Schizophrenia"
"29543","57","Schizophrenia"
"29544","57","Schizophrenia"
"29545","57","Schizophrenia"
"29550","57","Schizophrenia"
"29551","57","Schizophrenia"
"29552","57","Schizophrenia"
"29553","57","Schizophrenia"
"29554","57","Schizophrenia"
"29555","57","Schizophrenia"
"29560","57","Schizophrenia"
"29561","57","Schizophrenia"
"29562","57","Schizophrenia"
"29563","57","Schizophrenia"
"29564","57","Schizophrenia"
"29565","57","Schizophrenia"
"29570","57","Schizophrenia"
"29571","57","Schizophrenia"
"29572","57","Schizophrenia"
"29573","57","Schizophrenia"
"29574","57","Schizophrenia"
"29575","57","Schizophrenia"
"29580","57","Schizophrenia"
"29581","57","Schizophrenia"
"29582","57","Schizophrenia"
"29583","57","Schizophrenia"
"29584","57","Schizophrenia"
"29585","57","Schizophrenia"
"29590","57","Schizophrenia"
"29591","57","Schizophrenia"
"29592","57","Schizophrenia"
"29593","57","Schizophrenia"
"29594","57","Schizophrenia"
"29595","57","Schizophrenia"
"29600","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29601","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29602","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29603","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29604","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29605","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29606","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29610","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29611","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29612","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29613","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29614","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29615","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29616","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29620","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29621","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29622","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29623","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29624","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29625","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29626","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29630","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29631","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29632","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29633","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29634","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29635","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29636","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29640","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29641","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29642","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29643","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29644","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29645","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29646","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29650","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29651","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29652","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29653","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29654","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29655","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29656","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29660","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29661","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29662","58","Major Depressive, Bipolar, and Paranoid Disorders"
